Order Date,Purchase Order,Customer ID,Customer Location,Order Req Amt (Ton),Fullfilled By ID,Fullfilled By Location,Supplied Amt (Ton),Cost Of Delivery ($)
20/04/18 10:36,5f616339-3000-41f8-b7ce-9c82b7613559,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,226,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,147,588
20/04/18 18:16,e4e35642-c02d-4526-9ba2-996315159b9c,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,100,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,100,800
21/04/18 01:33,1807b40d-6760-4a37-b0e4-a90fc07e89c9,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,401,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,88,968
21/03/18 23:44,188a93ef-8d44-4174-9535-1635824b14cc,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,68,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,68,544
22/03/18 01:43,dee675d2-384d-4f96-8a5d-fd5b39427a80,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,260,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,235,940
22/03/18 02:27,fd5db53a-53e1-4ef3-bba8-81cd5a5b9517,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,243,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,149,1639
19/02/18 21:12,8c707cd5-4e3c-4df5-9031-25d7fe989396,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,61,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,61,488
20/02/18 03:34,e6a72b91-afad-4154-be13-abd224b6eadf,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,275,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,177,1239
20/02/18 03:54,0746af48-236e-4388-9e42-1e2506a3d0da,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,221,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,141,1692
20/01/18 06:59,0ee89308-9687-4da7-a0ac-6e0397399bd2,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,258,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,214,1498
20/01/18 16:28,24f6f68b-d037-4af2-9a40-63abba3717fa,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,120,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,120,960
21/01/18 00:57,beee2f05-c050-4268-a09f-50ffd6c054da,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,408,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,173,2076
21/12/17 20:03,955ffe89-eeb0-4e94-b37d-49a94b57f43d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,104,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,104,832
21/12/17 21:23,8471612c-9caa-4d0b-9d19-ff28497e9c13,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,125,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,125,875
22/12/17 05:50,d8ea5bc7-e48e-47b1-9405-842410dea201,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,425,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,351,4212
22/11/17 02:47,5b642907-941d-4fc2-b109-2db4085c777b,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,236,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,236,944
22/11/17 03:34,300ba8e0-5d73-400b-9338-6284a305ba90,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,126,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,126,1008
22/11/17 04:19,a35324d3-9cbb-4ca8-8569-d7bd74b74c19,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,376,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,173,2076
22/10/17 13:47,7fc0b76f-494a-4ea2-896b-765f274d86bd,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,208,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,163,1630
22/10/17 23:21,c595a3b0-a55a-411d-bac9-dcb936bdbab7,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,234,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,146,584
23/10/17 00:59,086cad51-5e5a-4391-b404-2db249b52411,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,124,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,104,1144
23/09/17 01:54,fff636f6-850c-44c5-8028-452a534c3333,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,164,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,164,1804
23/09/17 03:13,9b790adc-691d-4034-b5c1-3adeb1748fce,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,105,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,105,630
23/09/17 03:47,fca7a730-2279-4c5f-b5d5-565263c34790,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,52,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,52,260
23/08/17 07:28,2943f076-6321-4fd4-a06d-79223b527779,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,259,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,186,744
24/08/17 05:34,941729dc-09da-42c4-ae70-e8618ed93b03,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,308,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,167,1837
24/08/17 06:02,2004ab09-a62b-4e78-80c3-a895acd190d2,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,52,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,52,416
24/07/17 09:40,04d66120-14c4-4233-a9aa-5c90ede2ae25,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,121,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,121,1331
25/07/17 03:13,58b3a0c7-838a-4473-b910-bb682e3d291e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,426,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,321,3852
25/07/17 04:17,601b7911-40f5-4864-ad98-205065b5c734,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,154,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,118,708
24/06/17 22:56,613fdae6-ea2b-48a6-924f-99d5a3bc01c4,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,116,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,116,696
24/06/17 23:11,c90fdb0b-0722-4499-9f6e-0c55df97a753,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,84,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,84,924
25/06/17 03:30,9c0f1f0d-07f4-43b7-9fa1-d96b285d8154,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,235,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,229,2748
25/05/17 23:49,27274f6e-18df-4a01-9ab9-948b2708047e,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,333,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,218,2398
26/05/17 05:06,c190815d-e225-40ac-8d4a-ab6d62a79d69,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,86,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,86,688
26/05/17 05:51,493d9f27-3753-4b16-8bf3-629d57e71335,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,131,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,131,524
25/04/17 12:12,1893e106-bf71-4374-b70a-23370336f142,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,124,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,124,992
25/04/17 15:53,18487038-b8a9-424e-9096-35807fb8ef57,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,136,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,136,952
26/04/17 02:54,f34be0a5-2364-4945-a3d0-027f6e34f2ee,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,197,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,197,2364
26/03/17 18:10,2c713247-b860-40e8-9832-04789ad61a7c,c53fa27e-c8c2-4b77-a89a-6ed11fa87317,Cincinatti,349,ae5d7b77-86c9-49d2-ac18-09bf9883adc2,Des Moines,179,2148
27/03/17 04:54,056cb0d9-599d-4492-ae44-a2ca70f54b6d,d20009ca-5479-4232-8b07-7c8c11f74c2e,St Louis,132,19f4a11d-63ca-4127-975a-15933aaa33ff,Omaha,132,1452
27/03/17 06:00,f577ed6e-d6ff-4ace-9133-15adc6e0eaa5,70080304-afa3-4026-9c86-95970c4ed5b4,Chicago,111,cf9651b0-df49-498f-a66c-0a7f897545ce,Kansas City,97,582
